first_name,last_name,phone,email,website,company
Sarah,Hernandez,(512) 555-7963,sarah.hernandez4876@yahoo.com,https://www.cyberdynecorp.com,Cyberdyne Corp.
Robert,Garcia,(650) 555-8009,robert.garcia9224@yahoo.com,https://www.hooliinc.com,Hooli Inc.
Elizabeth,Brown,(212) 555-8532,elizabeth.brown6011@yahoo.com,https://www.apexcorp.com,Apex Corp.
Thomas,Smith,(212) 555-2892,thomas.smith2334@yahoo.com,https://www.starkindustriesco.com,Stark Industries Co.
Barbara,Wilson,(650) 555-1850,barbara.wilson8585@yahoo.com,https://www.tyrellco.com,Tyrell Co.
Mary,Miller,(512) 555-5687,mary.miller6626@yahoo.com,https://www.initechco.com,Initech Co.
Karen,Anderson,(650) 555-9339,karen.anderson5770@yahoo.com,https://www.apexltd.com,Apex Ltd.
William,Hernandez,(650) 555-2040,william.hernandez5330@yahoo.com,https://www.umbrellacorpllc.com,Umbrella Corp LLC
William,Lopez,(212) 555-3447,william.lopez2486@yahoo.com,https://www.wayneenterprisesltd.com,Wayne Enterprises Ltd.
Robert,Jackson,(512) 555-2480,robert.jackson3620@yahoo.com,https://www.oscorpltd.com,Oscorp Ltd.
William,Wilson,(305) 555-1534,william.wilson8495@yahoo.com,https://www.oscorpllc.com,Oscorp LLC
Elizabeth,Davis,(512) 555-5879,elizabeth.davis7246@yahoo.com,https://www.oscorpco.com,Oscorp Co.
John,Martinez,(305) 555-6283,john.martinez2253@yahoo.com,https://www.acmeltd.com,Acme Ltd.
Karen,Jackson,(415) 555-1232,karen.jackson3056@yahoo.com,https://www.wayneenterprisesllc.com,Wayne Enterprises LLC
David,Martin,090-555-1235,david.martin9106@yahoo.com,https://www.acmeltd.com,Acme Ltd.
Joseph,Thomas,(415) 555-7980,joseph.thomas8678@yahoo.com,https://www.globexltd.com,Globex Ltd.
Karen,Miller,(650) 555-2203,karen.miller1968@yahoo.com,https://www.bluthcompanycorp.com,Bluth Company Corp.
Elizabeth,Jones,(212) 555-1904,elizabeth.jones6123@yahoo.com,https://www.apexcorp.com,Apex Corp.
Jessica,Martin,(512) 555-3333,jessica.martin5017@yahoo.com,https://www.bluthcompanycorp.com,Bluth Company Corp.
Jessica,Martin,(212) 555-4216,jessica.martin1389@yahoo.com,https://www.wayneenterprisescorp.com,Wayne Enterprises Corp.
Patricia,Martinez,(305) 555-4645,patricia.martinez1019@yahoo.com,https://www.bluthcompanyco.com,Bluth Company Co.
James,Wilson,(415) 555-8605,james.wilson1467@yahoo.com,https://www.acmeinc.com,Acme Inc.
Charles,Jackson,(415) 555-8450,charles.jackson5092@yahoo.com,https://www.wayneenterprisesco.com,Wayne Enterprises Co.
Patricia,Martinez,(512) 555-4570,patricia.martinez6860@yahoo.com,https://www.apexinc.com,Apex Inc.
Richard,Moore,(415) 555-2005,richard.moore3200@yahoo.com,https://www.bluthcompanyco.com,Bluth Company Co.
Susan,Miller,(650) 555-9298,susan.miller6377@yahoo.com,https://www.soylentllc.com,Soylent LLC
Jessica,Anderson,(212) 555-4301,jessica.anderson1547@yahoo.com,https://www.veerdyllc.com,Veerdy LLC
Karen,Martin,(650) 555-3145,karen.martin7599@yahoo.com,https://www.soylentcorp.com,Soylent Corp.
Charles,Gonzalez,(650) 555-4369,charles.gonzalez7284@yahoo.com,https://www.vandelayllc.com,Vandelay LLC
Patricia,Johnson,(512) 555-7328,patricia.johnson8258@yahoo.com,https://www.starkindustriesltd.com,Stark Industries Ltd.
Richard,Johnson,(212) 555-2618,richard.johnson5451@yahoo.com,https://www.vandelayltd.com,Vandelay Ltd.
John,Miller,(650) 555-6577,john.miller7067@yahoo.com,https://www.cyberdynecorp.com,Cyberdyne Corp.
John,Anderson,(512) 555-5550,john.anderson7008@yahoo.com,https://www.tyrellltd.com,Tyrell Ltd.
Richard,Miller,(212) 555-9449,richard.miller1960@yahoo.com,https://www.starkindustriescorp.com,Stark Industries Corp.
William,Moore,(415) 555-7514,william.moore9878@yahoo.com,https://www.bluthcompanyllc.com,Bluth Company LLC
Charles,Taylor,(415) 555-1166,charles.taylor4055@yahoo.com,https://www.umbrellacorpcorp.com,Umbrella Corp Corp.
David,Moore,(305) 555-4188,david.moore8434@yahoo.com,https://www.starkindustriesltd.com,Stark Industries Ltd.
Patricia,Smith,(650) 555-9267,patricia.smith8870@yahoo.com,https://www.bluthcompanycorp.com,Bluth Company Corp.
David,Garcia,(305) 555-2060,david.garcia8330@yahoo.com,https://www.hoolicorp.com,Hooli Corp.
Patricia,Taylor,(305) 555-8027,patricia.taylor5945@yahoo.com,https://www.acmecorp.com,Acme Corp.
Joseph,Moore,(512) 555-8205,joseph.moore6807@yahoo.com,https://www.apexco.com,Apex Co.
Susan,Lopez,(415) 555-9060,susan.lopez2838@yahoo.com,https://www.oscorpcorp.com,Oscorp Corp.
Elizabeth,Moore,(512) 555-4027,elizabeth.moore9938@yahoo.com,https://www.starkindustriesllc.com,Stark Industries LLC
John,Brown,(305) 555-8351,john.brown5466@yahoo.com,https://www.hoolicorp.com,Hooli Corp.
Thomas,Jones,150-555-6524,thomas.jones7265@yahoo.com,https://www.cyberdyneco.com,Cyberdyne Co.
Joseph,Thomas,(305) 555-4427,joseph.thomas8212@yahoo.com,https://www.soylentllc.com,Soylent LLC
William,Gonzalez,(512) 555-1397,william.gonzalez6270@yahoo.com,https://www.apexcorp.com,Apex Corp.
Joseph,Taylor,(305) 555-9480,joseph.taylor3555@yahoo.com,https://www.cyberdynecorp.com,Cyberdyne Corp.
Jessica,Johnson,(650) 555-6077,jessica.johnson5975@yahoo.com,https://www.cyberdyneinc.com,Cyberdyne Inc.
Susan,Wilson,(650) 555-6544,susan.wilson2532@yahoo.com,https://www.starkindustriesllc.com,Stark Industries LLC
Sarah,Jones,(512) 555-9213,sarah.jones9527@yahoo.com,https://www.apexcorp.com,Apex Corp.
Robert,Martin,(212) 555-7888,robert.martin9303@yahoo.com,https://www.bluthcompanyinc.com,Bluth Company Inc.
Elizabeth,Davis,(415) 555-2240,elizabeth.davis4728@yahoo.com,https://www.globexllc.com,Globex LLC
Robert,Garcia,(512) 555-6957,robert.garcia2474@yahoo.com,https://www.cyberdyneco.com,Cyberdyne Co.
David,Rodriguez,(415) 555-5222,david.rodriguez6826@yahoo.com,https://www.tyrellcorp.com,Tyrell Corp.
Richard,Davis,(650) 555-1261,richard.davis8524@yahoo.com,https://www.vandelayllc.com,Vandelay LLC
Jessica,Brown,(650) 555-2213,jessica.brown7031@yahoo.com,https://www.veerdyltd.com,Veerdy Ltd.
Robert,Jones,(415) 555-5765,robert.jones5255@yahoo.com,https://www.apexco.com,Apex Co.
Joseph,Moore,(512) 555-8715,joseph.moore6072@yahoo.com,https://www.initechinc.com,Initech Inc.
Elizabeth,Thomas,(305) 555-3898,elizabeth.thomas5314@yahoo.com,https://www.oscorpltd.com,Oscorp Ltd.
John,Johnson,(415) 555-8274,john.johnson3520@yahoo.com,https://www.apexcorp.com,Apex Corp.
Richard,Taylor,173-555-8430,richard.taylor6490@yahoo.com,https://www.veerdyltd.com,Veerdy Ltd.
Karen,Gonzalez,(650) 555-2375,karen.gonzalez1944@yahoo.com,https://www.cyberdyneinc.com,Cyberdyne Inc.
Jessica,Martin,(512) 555-8340,jessica.martin5035@yahoo.com,https://www.vandelaycorp.com,Vandelay Corp.
Patricia,Jackson,(650) 555-1366,patricia.jackson2574@yahoo.com,https://www.starkindustriesinc.com,Stark Industries Inc.
David,Miller,(415) 555-1949,david.miller3006@yahoo.com,https://www.hooliltd.com,Hooli Ltd.
Susan,Hernandez,(512) 555-9129,susan.hernandez6439@yahoo.com,https://www.soylentco.com,Soylent Co.
Elizabeth,Lopez,(212) 555-5346,elizabeth.lopez7142@yahoo.com,https://www.umbrellacorpltd.com,Umbrella Corp Ltd.
James,Miller,119-555-1161,james.miller9301@yahoo.com,https://www.wayneenterprisesinc.com,Wayne Enterprises Inc.
James,Moore,(305) 555-5048,james.moore4857@yahoo.com,https://www.tyrellinc.com,Tyrell Inc.
Patricia,Jackson,099-555-4166,patricia.jackson6595@yahoo.com,https://www.acmeco.com,Acme Co.
Karen,Lopez,(305) 555-1743,karen.lopez4553@yahoo.com,https://www.oscorpltd.com,Oscorp Ltd.
Susan,Taylor,(512) 555-9170,susan.taylor9277@yahoo.com,https://www.wayneenterprisescorp.com,Wayne Enterprises Corp.
David,Hernandez,(512) 555-8226,david.hernandez6792@yahoo.com,https://www.acmellc.com,Acme LLC
Jennifer,Wilson,(212) 555-2406,jennifer.wilson3281@yahoo.com,https://www.bluthcompanyltd.com,Bluth Company Ltd.
John,Taylor,(305) 555-7080,john.taylor6808@yahoo.com,https://www.bluthcompanyco.com,Bluth Company Co.
Elizabeth,Thomas,114-555-6488,elizabeth.thomas9400@yahoo.com,https://www.globexco.com,Globex Co.
Jennifer,Smith,(512) 555-1665,jennifer.smith2022@yahoo.com,https://www.bluthcompanyco.com,Bluth Company Co.
Karen,Gonzalez,(512) 555-6972,karen.gonzalez2497@yahoo.com,https://www.bluthcompanyllc.com,Bluth Company LLC
Michael,Jones,(212) 555-1211,michael.jones9578@yahoo.com,https://www.oscorpinc.com,Oscorp Inc.
James,Martinez,051-555-6694,james.martinez8645@yahoo.com,https://www.umbrellacorpcorp.com,Umbrella Corp Corp.
Sarah,Hernandez,013-555-6135,sarah.hernandez8437@yahoo.com,https://www.oscorpco.com,Oscorp Co.
Jessica,Hernandez,119-555-3991,jessica.hernandez2156@yahoo.com,https://www.hoolico.com,Hooli Co.
Joseph,Taylor,(650) 555-8092,joseph.taylor8115@yahoo.com,https://www.umbrellacorpltd.com,Umbrella Corp Ltd.
Linda,Smith,(415) 555-4353,linda.smith3682@yahoo.com,https://www.initechltd.com,Initech Ltd.
Barbara,Lopez,(650) 555-6837,barbara.lopez7424@yahoo.com,https://www.cyberdyneco.com,Cyberdyne Co.
Susan,Martin,067-555-4744,susan.martin6612@yahoo.com,https://www.soylentinc.com,Soylent Inc.
William,Smith,(650) 555-1818,william.smith2955@yahoo.com,https://www.umbrellacorpllc.com,Umbrella Corp LLC
Barbara,Williams,(415) 555-8447,barbara.williams6130@yahoo.com,https://www.wayneenterprisesinc.com,Wayne Enterprises Inc.
Linda,Hernandez,053-555-3098,linda.hernandez2774@yahoo.com,https://www.cyberdyneltd.com,Cyberdyne Ltd.
Joseph,Jones,(650) 555-9103,joseph.jones8513@yahoo.com,https://www.tyrellinc.com,Tyrell Inc.
Elizabeth,Miller,(512) 555-2754,elizabeth.miller1886@yahoo.com,https://www.veerdyllc.com,Veerdy LLC
Robert,Hernandez,(512) 555-3722,robert.hernandez3488@yahoo.com,https://www.starkindustriescorp.com,Stark Industries Corp.
Jessica,Gonzalez,165-555-5816,jessica.gonzalez3644@yahoo.com,https://www.umbrellacorpinc.com,Umbrella Corp Inc.
Jennifer,Anderson,(305) 555-6484,jennifer.anderson8449@yahoo.com,https://www.initechllc.com,Initech LLC
Mary,Wilson,(512) 555-7094,mary.wilson4761@yahoo.com,https://www.veerdyco.com,Veerdy Co.
Robert,Jackson,(650) 555-4550,robert.jackson5967@yahoo.com,https://www.globexco.com,Globex Co.
John,Martinez,027-555-7094,john.martinez7660@yahoo.com,https://www.tyrellco.com,Tyrell Co.
Barbara,Brown,(650) 555-9237,barbara.brown7093@yahoo.com,https://www.wayneenterprisesco.com,Wayne Enterprises Co.
Barbara,Martin,048-555-8452,barbara.martin7793@yahoo.com,https://www.starkindustriesltd.com,Stark Industries Ltd.
Michael,Brown,(415) 555-9113,michael.brown9337@yahoo.com,https://www.apexco.com,Apex Co.
Patricia,Hernandez,(650) 555-7963,patricia.hernandez8712@yahoo.com,https://www.cyberdyneco.com,Cyberdyne Co.
Thomas,Jackson,145-555-9328,thomas.jackson4328@yahoo.com,https://www.tyrellinc.com,Tyrell Inc.
Jennifer,Anderson,(305) 555-6249,jennifer.anderson2015@yahoo.com,https://www.soylentinc.com,Soylent Inc.
James,Gonzalez,(305) 555-1843,james.gonzalez9348@yahoo.com,https://www.vandelayinc.com,Vandelay Inc.
Michael,Davis,(305) 555-4790,michael.davis6072@yahoo.com,https://www.vandelaycorp.com,Vandelay Corp.
Jessica,Lopez,(305) 555-1753,jessica.lopez6177@yahoo.com,https://www.starkindustriesinc.com,Stark Industries Inc.
Robert,Taylor,(305) 555-6929,robert.taylor3385@yahoo.com,https://www.veerdyco.com,Veerdy Co.
Jennifer,Johnson,(212) 555-2715,jennifer.johnson7018@yahoo.com,https://www.globexcorp.com,Globex Corp.
Robert,Jones,(415) 555-4614,robert.jones3633@yahoo.com,https://www.apexltd.com,Apex Ltd.
Sarah,Martinez,(305) 555-9239,sarah.martinez3003@yahoo.com,https://www.umbrellacorpcorp.com,Umbrella Corp Corp.
Patricia,Williams,(415) 555-8755,patricia.williams5661@yahoo.com,https://www.soylentcorp.com,Soylent Corp.
Barbara,Johnson,(650) 555-1128,barbara.johnson7518@yahoo.com,https://www.cyberdyneinc.com,Cyberdyne Inc.
Robert,Williams,(512) 555-6496,robert.williams8407@yahoo.com,https://www.apexco.com,Apex Co.
Charles,Thomas,110-555-2453,charles.thomas1006@yahoo.com,https://www.starkindustriescorp.com,Stark Industries Corp.
Thomas,Lopez,197-555-1211,thomas.lopez3744@yahoo.com,https://www.veerdyco.com,Veerdy Co.
James,Martin,(415) 555-1023,james.martin7536@yahoo.com,https://www.veerdyco.com,Veerdy Co.
Joseph,Gonzalez,066-555-5061,joseph.gonzalez8762@yahoo.com,https://www.cyberdyneltd.com,Cyberdyne Ltd.
Jennifer,Moore,(415) 555-6755,jennifer.moore5853@yahoo.com,https://www.veerdyinc.com,Veerdy Inc.
Sarah,Jackson,(512) 555-1850,sarah.jackson4966@yahoo.com,https://www.hooliltd.com,Hooli Ltd.
Elizabeth,Garcia,(212) 555-5127,elizabeth.garcia8424@yahoo.com,https://www.hoolico.com,Hooli Co.
Patricia,Wilson,(415) 555-3016,patricia.wilson1002@yahoo.com,https://www.umbrellacorpltd.com,Umbrella Corp Ltd.
Charles,Lopez,(512) 555-6011,charles.lopez6918@yahoo.com,https://www.wayneenterprisesco.com,Wayne Enterprises Co.
Elizabeth,Martinez,(212) 555-8298,elizabeth.martinez3880@yahoo.com,https://www.vandelayllc.com,Vandelay LLC
Mary,Wilson,(415) 555-5969,mary.wilson1057@yahoo.com,https://www.cyberdyneinc.com,Cyberdyne Inc.
Barbara,Thomas,(305) 555-2086,barbara.thomas6988@yahoo.com,https://www.cyberdyneltd.com,Cyberdyne Ltd.
Charles,Davis,(305) 555-9823,charles.davis4360@yahoo.com,https://www.apexcorp.com,Apex Corp.
Barbara,Moore,(305) 555-4621,barbara.moore9160@yahoo.com,https://www.cyberdyneltd.com,Cyberdyne Ltd.
Linda,Moore,(305) 555-1043,linda.moore2691@yahoo.com,https://www.soylentinc.com,Soylent Inc.
David,Williams,(212) 555-4318,david.williams9057@yahoo.com,https://www.cyberdyneltd.com,Cyberdyne Ltd.
William,Davis,(415) 555-3468,william.davis4729@yahoo.com,https://www.hooliinc.com,Hooli Inc.
Karen,Johnson,(512) 555-9187,karen.johnson9453@yahoo.com,https://www.initechco.com,Initech Co.
Sarah,Hernandez,(650) 555-4784,sarah.hernandez2636@yahoo.com,https://www.wayneenterprisescorp.com,Wayne Enterprises Corp.
David,Lopez,(305) 555-3503,david.lopez1983@yahoo.com,https://www.bluthcompanyltd.com,Bluth Company Ltd.
James,Jones,(305) 555-2066,james.jones3070@yahoo.com,https://www.vandelayco.com,Vandelay Co.
Karen,Garcia,(512) 555-3603,karen.garcia2138@yahoo.com,https://www.wayneenterprisesinc.com,Wayne Enterprises Inc.
Robert,Jones,(415) 555-4355,robert.jones3231@yahoo.com,https://www.bluthcompanyinc.com,Bluth Company Inc.
John,Williams,(512) 555-7077,john.williams7762@yahoo.com,https://www.initechcorp.com,Initech Corp.
John,Martin,(512) 555-7508,john.martin9494@yahoo.com,https://www.cyberdyneltd.com,Cyberdyne Ltd.
Richard,Johnson,(415) 555-4505,richard.johnson7889@yahoo.com,https://www.globexinc.com,Globex Inc.
David,Williams,(212) 555-1683,david.williams4051@yahoo.com,https://www.oscorpinc.com,Oscorp Inc.
Charles,Martin,(415) 555-4151,charles.martin1925@yahoo.com,https://www.cyberdyneco.com,Cyberdyne Co.
Karen,Thomas,(650) 555-2156,karen.thomas7818@yahoo.com,https://www.bluthcompanyco.com,Bluth Company Co.
Elizabeth,Lopez,(415) 555-2815,elizabeth.lopez5284@yahoo.com,https://www.oscorpco.com,Oscorp Co.
John,Garcia,(512) 555-9242,john.garcia5299@yahoo.com,https://www.vandelayinc.com,Vandelay Inc.
Barbara,Taylor,(512) 555-8415,barbara.taylor1188@yahoo.com,https://www.cyberdynellc.com,Cyberdyne LLC
Susan,Taylor,(305) 555-2147,susan.taylor5876@yahoo.com,https://www.soylentco.com,Soylent Co.
John,Rodriguez,(305) 555-6571,john.rodriguez5537@yahoo.com,https://www.cyberdynecorp.com,Cyberdyne Corp.
Elizabeth,Taylor,(512) 555-4240,elizabeth.taylor5065@yahoo.com,https://www.wayneenterprisesltd.com,Wayne Enterprises Ltd.
Jennifer,Williams,(650) 555-4102,jennifer.williams6719@yahoo.com,https://www.acmeltd.com,Acme Ltd.
Elizabeth,Rodriguez,(415) 555-2708,elizabeth.rodriguez5888@yahoo.com,https://www.starkindustriesco.com,Stark Industries Co.
Thomas,Moore,(512) 555-9706,thomas.moore3194@yahoo.com,https://www.veerdycorp.com,Veerdy Corp.
Michael,Lopez,(212) 555-1593,michael.lopez5581@yahoo.com,https://www.tyrellco.com,Tyrell Co.
Jennifer,Lopez,(212) 555-1699,jennifer.lopez8368@yahoo.com,https://www.wayneenterprisesllc.com,Wayne Enterprises LLC
James,Brown,(650) 555-8689,james.brown2801@yahoo.com,https://www.globexco.com,Globex Co.
Barbara,Hernandez,(512) 555-1684,barbara.hernandez6555@yahoo.com,https://www.initechco.com,Initech Co.
Jessica,Davis,(512) 555-1019,jessica.davis8955@yahoo.com,https://www.acmecorp.com,Acme Corp.
Robert,Gonzalez,(415) 555-1495,robert.gonzalez8786@yahoo.com,https://www.cyberdyneco.com,Cyberdyne Co.
David,Davis,(305) 555-9828,david.davis6644@yahoo.com,https://www.veerdyllc.com,Veerdy LLC
Jennifer,Moore,(512) 555-6600,jennifer.moore9456@yahoo.com,https://www.starkindustriesco.com,Stark Industries Co.
Joseph,Hernandez,(305) 555-6553,joseph.hernandez5910@yahoo.com,https://www.cyberdynellc.com,Cyberdyne LLC
Joseph,Hernandez,(212) 555-6819,joseph.hernandez7465@yahoo.com,https://www.umbrellacorpco.com,Umbrella Corp Co.
Charles,Johnson,(512) 555-7745,charles.johnson3149@yahoo.com,https://www.apexltd.com,Apex Ltd.
Linda,Williams,(650) 555-2169,linda.williams1707@yahoo.com,https://www.tyrellllc.com,Tyrell LLC
Jessica,Jones,(212) 555-3865,jessica.jones5206@yahoo.com,https://www.hoolicorp.com,Hooli Corp.
Michael,Taylor,060-555-7823,michael.taylor8225@yahoo.com,https://www.apexco.com,Apex Co.
Sarah,Rodriguez,(305) 555-3334,sarah.rodriguez6743@yahoo.com,https://www.cyberdynecorp.com,Cyberdyne Corp.
David,Williams,(512) 555-2233,david.williams4198@yahoo.com,https://www.initechllc.com,Initech LLC
Elizabeth,Johnson,(415) 555-9573,elizabeth.johnson6956@yahoo.com,https://www.tyrellcorp.com,Tyrell Corp.
Thomas,Moore,(512) 555-2431,thomas.moore9428@yahoo.com,https://www.starkindustriesinc.com,Stark Industries Inc.
Jessica,Lopez,(305) 555-2355,jessica.lopez3121@yahoo.com,https://www.umbrellacorpinc.com,Umbrella Corp Inc.
Michael,Martin,(212) 555-4437,michael.martin1457@yahoo.com,https://www.oscorpinc.com,Oscorp Inc.
Michael,Anderson,(305) 555-7933,michael.anderson8595@yahoo.com,https://www.acmeinc.com,Acme Inc.
Susan,Davis,(650) 555-8169,susan.davis5046@yahoo.com,https://www.acmeltd.com,Acme Ltd.
Karen,Thomas,(512) 555-8946,karen.thomas8555@yahoo.com,https://www.oscorpltd.com,Oscorp Ltd.
John,Gonzalez,(415) 555-9477,john.gonzalez6112@yahoo.com,https://www.apexcorp.com,Apex Corp.
Elizabeth,Moore,083-555-4822,elizabeth.moore6023@yahoo.com,https://www.vandelayllc.com,Vandelay LLC
Mary,Anderson,(650) 555-6349,mary.anderson8159@yahoo.com,https://www.wayneenterprisescorp.com,Wayne Enterprises Corp.
Patricia,Hernandez,(415) 555-3520,patricia.hernandez7656@yahoo.com,https://www.bluthcompanyllc.com,Bluth Company LLC
Robert,Wilson,(650) 555-9814,robert.wilson9154@yahoo.com,https://www.initechcorp.com,Initech Corp.
Patricia,Moore,(212) 555-2044,patricia.moore3336@yahoo.com,https://www.apexcorp.com,Apex Corp.
Joseph,Jackson,(650) 555-3407,joseph.jackson4273@yahoo.com,https://www.cyberdynecorp.com,Cyberdyne Corp.
Jennifer,Davis,(212) 555-1729,jennifer.davis1575@yahoo.com,https://www.soylentcorp.com,Soylent Corp.
Robert,Martinez,(512) 555-3953,robert.martinez6802@yahoo.com,https://www.globexllc.com,Globex LLC
Mary,Rodriguez,(415) 555-8434,mary.rodriguez3344@yahoo.com,https://www.initechco.com,Initech Co.
James,Martin,(212) 555-3876,james.martin3157@yahoo.com,https://www.initechinc.com,Initech Inc.
Robert,Anderson,(305) 555-9474,robert.anderson3681@yahoo.com,https://www.starkindustriesco.com,Stark Industries Co.
Thomas,Garcia,(512) 555-2053,thomas.garcia1959@yahoo.com,https://www.wayneenterprisesllc.com,Wayne Enterprises LLC
John,Johnson,(512) 555-7026,john.johnson2343@yahoo.com,https://www.soylentllc.com,Soylent LLC
Susan,Brown,(415) 555-9798,susan.brown2286@yahoo.com,https://www.acmeltd.com,Acme Ltd.
William,Jones,(212) 555-9761,william.jones4238@yahoo.com,https://www.apexinc.com,Apex Inc.
Elizabeth,Martin,(212) 555-2114,elizabeth.martin5338@yahoo.com,https://www.wayneenterprisesltd.com,Wayne Enterprises Ltd.
Elizabeth,Gonzalez,(650) 555-9644,elizabeth.gonzalez3513@yahoo.com,https://www.soylentco.com,Soylent Co.
Patricia,Davis,075-555-4598,patricia.davis4887@yahoo.com,https://www.wayneenterprisesltd.com,Wayne Enterprises Ltd.
John,Johnson,(212) 555-4340,john.johnson9429@yahoo.com,https://www.oscorpllc.com,Oscorp LLC
Michael,Anderson,(212) 555-4880,michael.anderson8957@yahoo.com,https://www.initechltd.com,Initech Ltd.
Robert,Rodriguez,(512) 555-5464,robert.rodriguez2395@yahoo.com,https://www.acmeltd.com,Acme Ltd.
Elizabeth,Brown,(650) 555-8722,elizabeth.brown1651@yahoo.com,https://www.apexcorp.com,Apex Corp.
Robert,Hernandez,(305) 555-4844,robert.hernandez6215@yahoo.com,https://www.apexco.com,Apex Co.
Barbara,Smith,(305) 555-2232,barbara.smith6433@yahoo.com,https://www.starkindustriesco.com,Stark Industries Co.
Michael,Lopez,(415) 555-9081,michael.lopez7047@yahoo.com,https://www.oscorpcorp.com,Oscorp Corp.
Elizabeth,Taylor,(212) 555-6921,elizabeth.taylor1427@yahoo.com,https://www.wayneenterprisesltd.com,Wayne Enterprises Ltd.
Linda,Hernandez,(305) 555-4157,linda.hernandez2297@yahoo.com,https://www.soylentinc.com,Soylent Inc.
Richard,Martinez,(415) 555-5765,richard.martinez8114@yahoo.com,https://www.initechltd.com,Initech Ltd.
Mary,Wilson,(212) 555-5057,mary.wilson5129@yahoo.com,https://www.starkindustriesltd.com,Stark Industries Ltd.
