first_name,last_name,phone,email,website,company
Jennifer,Jackson,(305) 555-1295,jennifer.jackson4362@yahoo.com,https://www.apexco.com,Apex Co.
Barbara,Rodriguez,082-555-6144,barbara.rodriguez4246@yahoo.com,https://www.vandelayllc.com,Vandelay LLC
Robert,Smith,(650) 555-9068,robert.smith9235@yahoo.com,https://www.starkindustriesltd.com,Stark Industries Ltd.
Elizabeth,Moore,(650) 555-2682,elizabeth.moore8948@yahoo.com,https://www.vandelayltd.com,Vandelay Ltd.
Joseph,Jackson,(305) 555-8628,joseph.jackson4432@yahoo.com,https://www.globexinc.com,Globex Inc.
Jessica,Jackson,(305) 555-3023,jessica.jackson4857@yahoo.com,https://www.soylentltd.com,Soylent Ltd.
John,Rodriguez,(212) 555-6634,john.rodriguez8971@yahoo.com,https://www.starkindustriesllc.com,Stark Industries LLC
Susan,Jones,(415) 555-7269,susan.jones3954@yahoo.com,https://www.soylentltd.com,Soylent Ltd.
Jennifer,Brown,(650) 555-3529,jennifer.brown9965@yahoo.com,https://www.soylentltd.com,Soylent Ltd.
Charles,Garcia,(212) 555-5178,charles.garcia6491@yahoo.com,https://www.bluthcompanyco.com,Bluth Company Co.
John,Garcia,(212) 555-5209,john.garcia3006@yahoo.com,https://www.globexco.com,Globex Co.
Karen,Hernandez,(212) 555-6461,karen.hernandez8368@yahoo.com,https://www.bluthcompanyllc.com,Bluth Company LLC
Michael,Williams,(305) 555-4395,michael.williams4789@yahoo.com,https://www.globexcorp.com,Globex Corp.
Linda,Martin,(212) 555-2474,linda.martin6633@yahoo.com,https://www.soylentco.com,Soylent Co.
Elizabeth,Martinez,(305) 555-5604,elizabeth.martinez3014@yahoo.com,https://www.acmecorp.com,Acme Corp.
Joseph,Taylor,(415) 555-6931,joseph.taylor2547@yahoo.com,https://www.vandelaycorp.com,Vandelay Corp.
Thomas,Jones,(415) 555-6048,thomas.jones3065@yahoo.com,https://www.acmeinc.com,Acme Inc.
Thomas,Wilson,(512) 555-6127,thomas.wilson4989@yahoo.com,https://www.acmeinc.com,Acme Inc.
John,Lopez,(212) 555-6962,john.lopez5947@yahoo.com,https://www.wayneenterprisesllc.com,Wayne Enterprises LLC
Thomas,Hernandez,(212) 555-4690,thomas.hernandez9236@yahoo.com,https://www.starkindustriesco.com,Stark Industries Co.
Jessica,Gonzalez,(305) 555-9573,jessica.gonzalez5531@yahoo.com,https://www.bluthcompanyltd.com,Bluth Company Ltd.
Richard,Miller,(512) 555-7102,richard.miller9023@yahoo.com,https://www.veerdyltd.com,Veerdy Ltd.
Jessica,Garcia,(650) 555-2880,jessica.garcia6640@yahoo.com,https://www.veerdyinc.com,Veerdy Inc.
Sarah,Jones,(512) 555-1951,sarah.jones9252@yahoo.com,https://www.soylentinc.com,Soylent Inc.
Sarah,Williams,(212) 555-4267,sarah.williams2963@yahoo.com,https://www.initechco.com,Initech Co.
Linda,Jones,(212) 555-4493,linda.jones9903@yahoo.com,https://www.acmeltd.com,Acme Ltd.
Michael,Williams,(650) 555-4563,michael.williams9476@yahoo.com,https://www.wayneenterprisesllc.com,Wayne Enterprises LLC
Susan,Williams,(415) 555-8400,susan.williams9642@yahoo.com,https://www.veerdyinc.com,Veerdy Inc.
Richard,Garcia,(305) 555-7821,richard.garcia6356@yahoo.com,https://www.wayneenterprisesltd.com,Wayne Enterprises Ltd.
Karen,Moore,(512) 555-7660,karen.moore1117@yahoo.com,https://www.globexinc.com,Globex Inc.
Elizabeth,Thomas,(512) 555-7734,elizabeth.thomas9431@yahoo.com,https://www.acmellc.com,Acme LLC
Patricia,Taylor,(512) 555-7296,patricia.taylor6461@yahoo.com,https://www.bluthcompanyllc.com,Bluth Company LLC
Jessica,Smith,(305) 555-3862,jessica.smith1370@yahoo.com,https://www.soylentltd.com,Soylent Ltd.
Jessica,Davis,(650) 555-4471,jessica.davis5722@yahoo.com,https://www.wayneenterprisescorp.com,Wayne Enterprises Corp.
Jessica,Davis,(650) 555-6238,jessica.davis7458@yahoo.com,https://www.cyberdyneco.com,Cyberdyne Co.
Karen,Smith,(512) 555-8093,karen.smith6073@yahoo.com,https://www.vandelayco.com,Vandelay Co.
Robert,Jackson,(212) 555-2828,robert.jackson6881@yahoo.com,https://www.hoolicorp.com,Hooli Corp.
Patricia,Johnson,(415) 555-4671,patricia.johnson6507@yahoo.com,https://www.starkindustriesco.com,Stark Industries Co.
Linda,Smith,(650) 555-3921,linda.smith1440@yahoo.com,https://www.tyrellllc.com,Tyrell LLC
Michael,Rodriguez,(650) 555-6388,michael.rodriguez4835@yahoo.com,https://www.starkindustriesinc.com,Stark Industries Inc.
Jennifer,Lopez,(415) 555-5557,jennifer.lopez5228@yahoo.com,https://www.vandelayco.com,Vandelay Co.
John,Garcia,(650) 555-5076,john.garcia1344@yahoo.com,https://www.oscorpinc.com,Oscorp Inc.
Susan,Miller,(650) 555-4986,susan.miller5174@yahoo.com,https://www.veerdyinc.com,Veerdy Inc.
James,Brown,(305) 555-3854,james.brown1619@yahoo.com,https://www.apexcorp.com,Apex Corp.
Charles,Moore,(650) 555-7727,charles.moore6857@yahoo.com,https://www.wayneenterprisesco.com,Wayne Enterprises Co.
Robert,Williams,(212) 555-4839,robert.williams8271@yahoo.com,https://www.bluthcompanyinc.com,Bluth Company Inc.
Charles,Jackson,(415) 555-1432,charles.jackson8041@yahoo.com,https://www.starkindustriesco.com,Stark Industries Co.
Thomas,Rodriguez,(305) 555-1532,thomas.rodriguez7876@yahoo.com,https://www.vandelayinc.com,Vandelay Inc.
Jennifer,Thomas,(650) 555-1896,jennifer.thomas5480@yahoo.com,https://www.cyberdyneco.com,Cyberdyne Co.
Joseph,Rodriguez,(212) 555-8073,joseph.rodriguez7529@yahoo.com,https://www.soylentinc.com,Soylent Inc.
Karen,Williams,(212) 555-6006,karen.williams3542@yahoo.com,https://www.starkindustriesco.com,Stark Industries Co.
Sarah,Miller,(650) 555-8450,sarah.miller9047@yahoo.com,https://www.cyberdynellc.com,Cyberdyne LLC
David,Wilson,(650) 555-7996,david.wilson1040@yahoo.com,https://www.hoolicorp.com,Hooli Corp.
John,Thomas,(512) 555-8065,john.thomas9392@yahoo.com,https://www.bluthcompanycorp.com,Bluth Company Corp.
James,Anderson,(512) 555-8798,james.anderson1808@yahoo.com,https://www.cyberdyneltd.com,Cyberdyne Ltd.
Linda,Williams,(212) 555-8109,linda.williams5694@yahoo.com,https://www.umbrellacorpllc.com,Umbrella Corp LLC
Sarah,Johnson,137-555-2469,sarah.johnson8976@yahoo.com,https://www.soylentltd.com,Soylent Ltd.
James,Taylor,(212) 555-1473,james.taylor2176@yahoo.com,https://www.soylentcorp.com,Soylent Corp.
Mary,Johnson,(512) 555-1123,mary.johnson9083@yahoo.com,https://www.bluthcompanyllc.com,Bluth Company LLC
Thomas,Moore,166-555-8649,thomas.moore1948@yahoo.com,https://www.umbrellacorpltd.com,Umbrella Corp Ltd.
Michael,Thomas,189-555-5631,michael.thomas8990@yahoo.com,https://www.initechcorp.com,Initech Corp.
Barbara,Martin,(305) 555-7947,barbara.martin5832@yahoo.com,https://www.wayneenterprisesllc.com,Wayne Enterprises LLC
John,Anderson,(650) 555-2412,john.anderson1232@yahoo.com,https://www.globexinc.com,Globex Inc.
Charles,Smith,(512) 555-4081,charles.smith2937@yahoo.com,https://www.oscorpcorp.com,Oscorp Corp.
Robert,Gonzalez,(415) 555-8530,robert.gonzalez9684@yahoo.com,https://www.globexltd.com,Globex Ltd.
Michael,Davis,(650) 555-5310,michael.davis6283@yahoo.com,https://www.bluthcompanycorp.com,Bluth Company Corp.
Linda,Jones,(415) 555-9037,linda.jones5359@yahoo.com,https://www.bluthcompanyllc.com,Bluth Company LLC
William,Anderson,(512) 555-4993,william.anderson2039@yahoo.com,https://www.cyberdyneltd.com,Cyberdyne Ltd.
Mary,Brown,(650) 555-3391,mary.brown9424@yahoo.com,https://www.acmeco.com,Acme Co.
Charles,Taylor,(415) 555-9129,charles.taylor8226@yahoo.com,https://www.acmellc.com,Acme LLC
Charles,Johnson,(512) 555-4607,charles.johnson7490@yahoo.com,https://www.veerdyinc.com,Veerdy Inc.
Elizabeth,Davis,(305) 555-4799,elizabeth.davis7086@yahoo.com,https://www.veerdyltd.com,Veerdy Ltd.
Robert,Smith,(212) 555-5632,robert.smith4496@yahoo.com,https://www.apexco.com,Apex Co.
Karen,Smith,(305) 555-6560,karen.smith7084@yahoo.com,https://www.initechco.com,Initech Co.
Barbara,Rodriguez,(512) 555-9302,barbara.rodriguez8784@yahoo.com,https://www.cyberdynellc.com,Cyberdyne LLC
David,Jones,(305) 555-3528,david.jones5645@yahoo.com,https://www.tyrellcorp.com,Tyrell Corp.
John,Johnson,(415) 555-6344,john.johnson8947@yahoo.com,https://www.oscorpltd.com,Oscorp Ltd.
Richard,Rodriguez,(212) 555-7212,richard.rodriguez5105@yahoo.com,https://www.umbrellacorpltd.com,Umbrella Corp Ltd.
Jessica,Lopez,(212) 555-5764,jessica.lopez2551@yahoo.com,https://www.apexcorp.com,Apex Corp.
Robert,Anderson,(415) 555-8576,robert.anderson4854@yahoo.com,https://www.vandelayco.com,Vandelay Co.
Jennifer,Wilson,(305) 555-1892,jennifer.wilson3112@yahoo.com,https://www.wayneenterprisesltd.com,Wayne Enterprises Ltd.
Jessica,Smith,(650) 555-8798,jessica.smith1103@yahoo.com,https://www.oscorpco.com,Oscorp Co.
Karen,Rodriguez,(415) 555-7057,karen.rodriguez3753@yahoo.com,https://www.globexinc.com,Globex Inc.
Karen,Wilson,(212) 555-5862,karen.wilson8288@yahoo.com,https://www.wayneenterprisesllc.com,Wayne Enterprises LLC
Susan,Gonzalez,(415) 555-1448,susan.gonzalez1759@yahoo.com,https://www.soylentltd.com,Soylent Ltd.
Thomas,Smith,165-555-1531,thomas.smith9514@yahoo.com,https://www.starkindustriesinc.com,Stark Industries Inc.
Mary,Davis,(650) 555-7699,mary.davis6666@yahoo.com,https://www.vandelayco.com,Vandelay Co.
Michael,Smith,(415) 555-5629,michael.smith4437@yahoo.com,https://www.wayneenterprisescorp.com,Wayne Enterprises Corp.
William,Rodriguez,(212) 555-1526,william.rodriguez8929@yahoo.com,https://www.apexltd.com,Apex Ltd.
Barbara,Williams,(512) 555-6595,barbara.williams1072@yahoo.com,https://www.wayneenterprisesltd.com,Wayne Enterprises Ltd.
David,Brown,(212) 555-3747,david.brown4820@yahoo.com,https://www.soylentltd.com,Soylent Ltd.
David,Martin,(650) 555-8790,david.martin3629@yahoo.com,https://www.wayneenterprisesllc.com,Wayne Enterprises LLC
Jessica,Martinez,(415) 555-3607,jessica.martinez7451@yahoo.com,https://www.starkindustriesllc.com,Stark Industries LLC
Charles,Thomas,(650) 555-9269,charles.thomas9002@yahoo.com,https://www.globexllc.com,Globex LLC
Barbara,Williams,(305) 555-7902,barbara.williams7497@yahoo.com,https://www.umbrellacorpinc.com,Umbrella Corp Inc.
William,Thomas,(212) 555-8856,william.thomas7859@yahoo.com,https://www.cyberdyneltd.com,Cyberdyne Ltd.
Linda,Anderson,(212) 555-4469,linda.anderson5960@yahoo.com,https://www.soylentltd.com,Soylent Ltd.
Elizabeth,Martinez,(415) 555-2908,elizabeth.martinez3611@yahoo.com,https://www.umbrellacorpllc.com,Umbrella Corp LLC
Robert,Brown,(305) 555-3126,robert.brown2481@yahoo.com,https://www.oscorpltd.com,Oscorp Ltd.
Susan,Johnson,(650) 555-6236,susan.johnson1456@yahoo.com,https://www.tyrellltd.com,Tyrell Ltd.
William,Rodriguez,(305) 555-8189,william.rodriguez3635@yahoo.com,https://www.veerdyco.com,Veerdy Co.
David,Williams,(650) 555-4327,david.williams6530@yahoo.com,https://www.apexllc.com,Apex LLC
Mary,Jackson,(305) 555-9745,mary.jackson7731@yahoo.com,https://www.veerdyco.com,Veerdy Co.
Thomas,Anderson,(212) 555-3804,thomas.anderson6568@yahoo.com,https://www.starkindustriesltd.com,Stark Industries Ltd.
John,Hernandez,098-555-7831,john.hernandez7982@yahoo.com,https://www.initechinc.com,Initech Inc.
William,Anderson,(212) 555-3854,william.anderson3122@yahoo.com,https://www.vandelayllc.com,Vandelay LLC
Thomas,Jones,(650) 555-8709,thomas.jones6327@yahoo.com,https://www.initechco.com,Initech Co.
Richard,Martinez,(512) 555-1815,richard.martinez7570@yahoo.com,https://www.umbrellacorpllc.com,Umbrella Corp LLC
Richard,Brown,(650) 555-4562,richard.brown1138@yahoo.com,https://www.veerdycorp.com,Veerdy Corp.
Jessica,Johnson,(512) 555-2700,jessica.johnson5854@yahoo.com,https://www.acmeinc.com,Acme Inc.
Thomas,Rodriguez,(415) 555-7779,thomas.rodriguez9009@yahoo.com,https://www.starkindustriesltd.com,Stark Industries Ltd.
Barbara,Taylor,181-555-3168,barbara.taylor8651@yahoo.com,https://www.hooliinc.com,Hooli Inc.
Thomas,Wilson,081-555-2363,thomas.wilson1140@yahoo.com,https://www.oscorpcorp.com,Oscorp Corp.
Linda,Brown,(512) 555-4212,linda.brown5399@yahoo.com,https://www.vandelayinc.com,Vandelay Inc.
Karen,Miller,(512) 555-4526,karen.miller8700@yahoo.com,https://www.umbrellacorpcorp.com,Umbrella Corp Corp.
Jessica,Hernandez,(415) 555-2538,jessica.hernandez6462@yahoo.com,https://www.globexinc.com,Globex Inc.
Karen,Anderson,(415) 555-3124,karen.anderson9256@yahoo.com,https://www.globexltd.com,Globex Ltd.
Richard,Hernandez,(305) 555-8803,richard.hernandez3714@yahoo.com,https://www.globexltd.com,Globex Ltd.
David,Davis,(512) 555-7490,david.davis4361@yahoo.com,https://www.umbrellacorpinc.com,Umbrella Corp Inc.
Jennifer,Miller,(512) 555-6129,jennifer.miller6444@yahoo.com,https://www.umbrellacorpco.com,Umbrella Corp Co.
Linda,Williams,(650) 555-3797,linda.williams8800@yahoo.com,https://www.veerdyinc.com,Veerdy Inc.
Jennifer,Brown,(212) 555-1358,jennifer.brown2622@yahoo.com,https://www.oscorpllc.com,Oscorp LLC
Thomas,Garcia,(512) 555-8205,thomas.garcia3763@yahoo.com,https://www.wayneenterprisesllc.com,Wayne Enterprises LLC
Susan,Hernandez,(512) 555-8245,susan.hernandez9649@yahoo.com,https://www.wayneenterprisesltd.com,Wayne Enterprises Ltd.
James,Brown,(512) 555-8014,james.brown9780@yahoo.com,https://www.starkindustriesco.com,Stark Industries Co.
William,Wilson,(415) 555-3984,william.wilson5041@yahoo.com,https://www.vandelayco.com,Vandelay Co.
Barbara,Wilson,(212) 555-9572,barbara.wilson5428@yahoo.com,https://www.tyrellllc.com,Tyrell LLC
Karen,Williams,(512) 555-5091,karen.williams1216@yahoo.com,https://www.globexinc.com,Globex Inc.
Susan,Lopez,(650) 555-6255,susan.lopez7560@yahoo.com,https://www.globexcorp.com,Globex Corp.
Barbara,Lopez,(650) 555-2619,barbara.lopez6959@yahoo.com,https://www.globexllc.com,Globex LLC
Sarah,Wilson,(512) 555-2355,sarah.wilson3551@yahoo.com,https://www.cyberdyneinc.com,Cyberdyne Inc.
Robert,Martinez,(415) 555-1038,robert.martinez4243@yahoo.com,https://www.vandelayllc.com,Vandelay LLC
James,Lopez,(512) 555-5620,james.lopez9634@yahoo.com,https://www.umbrellacorpinc.com,Umbrella Corp Inc.
Joseph,Rodriguez,(415) 555-2062,joseph.rodriguez7725@yahoo.com,https://www.cyberdyneco.com,Cyberdyne Co.
Karen,Martin,169-555-9659,karen.martin4212@yahoo.com,https://www.tyrellinc.com,Tyrell Inc.
Jennifer,Martin,(212) 555-3625,jennifer.martin1612@yahoo.com,https://www.initechltd.com,Initech Ltd.
Karen,Lopez,(415) 555-8541,karen.lopez7058@yahoo.com,https://www.hoolicorp.com,Hooli Corp.
Michael,Rodriguez,(212) 555-7909,michael.rodriguez1607@yahoo.com,https://www.starkindustriescorp.com,Stark Industries Corp.
Michael,Moore,(650) 555-9896,michael.moore3147@yahoo.com,https://www.wayneenterprisescorp.com,Wayne Enterprises Corp.
Thomas,Rodriguez,(305) 555-3053,thomas.rodriguez1222@yahoo.com,https://www.apexco.com,Apex Co.
John,Williams,(415) 555-9332,john.williams8804@yahoo.com,https://www.starkindustriesco.com,Stark Industries Co.
Jennifer,Martinez,(512) 555-2178,jennifer.martinez1780@yahoo.com,https://www.apexltd.com,Apex Ltd.
Richard,Lopez,(650) 555-5882,richard.lopez8103@yahoo.com,https://www.vandelayllc.com,Vandelay LLC
Jennifer,Brown,(305) 555-4629,jennifer.brown1031@yahoo.com,https://www.veerdyltd.com,Veerdy Ltd.
Barbara,Johnson,(512) 555-7819,barbara.johnson1915@yahoo.com,https://www.apexltd.com,Apex Ltd.
Jennifer,Wilson,(305) 555-2664,jennifer.wilson1399@yahoo.com,https://www.initechltd.com,Initech Ltd.
Charles,Garcia,(305) 555-7491,charles.garcia5667@yahoo.com,https://www.vandelayltd.com,Vandelay Ltd.
Jessica,Smith,(415) 555-6310,jessica.smith9645@yahoo.com,https://www.wayneenterprisesco.com,Wayne Enterprises Co.
Jennifer,Rodriguez,085-555-7084,jennifer.rodriguez5140@yahoo.com,https://www.bluthcompanyco.com,Bluth Company Co.
Jessica,Hernandez,(512) 555-1723,jessica.hernandez3213@yahoo.com,https://www.acmellc.com,Acme LLC
Jessica,Williams,(415) 555-3766,jessica.williams8534@yahoo.com,https://www.globexltd.com,Globex Ltd.
Charles,Taylor,(415) 555-6021,charles.taylor4422@yahoo.com,https://www.bluthcompanyltd.com,Bluth Company Ltd.
Robert,Johnson,(305) 555-9389,robert.johnson3355@yahoo.com,https://www.starkindustriescorp.com,Stark Industries Corp.
Michael,Lopez,(212) 555-1611,michael.lopez5339@yahoo.com,https://www.soylentcorp.com,Soylent Corp.
Linda,Jackson,(650) 555-4973,linda.jackson8855@yahoo.com,https://www.vandelayco.com,Vandelay Co.
Joseph,Johnson,(305) 555-7795,joseph.johnson2397@yahoo.com,https://www.hoolillc.com,Hooli LLC
Charles,Taylor,(650) 555-3326,charles.taylor7033@yahoo.com,https://www.apexinc.com,Apex Inc.
Karen,Williams,(512) 555-7068,karen.williams2228@yahoo.com,https://www.umbrellacorpltd.com,Umbrella Corp Ltd.
Linda,Hernandez,(512) 555-1982,linda.hernandez3520@yahoo.com,https://www.globexco.com,Globex Co.
Elizabeth,Garcia,(212) 555-8031,elizabeth.garcia7091@yahoo.com,https://www.soylentinc.com,Soylent Inc.
Barbara,Brown,148-555-9247,barbara.brown8479@yahoo.com,https://www.acmecorp.com,Acme Corp.
Barbara,Martinez,(650) 555-6988,barbara.martinez2846@yahoo.com,https://www.starkindustriescorp.com,Stark Industries Corp.
Joseph,Davis,081-555-9322,joseph.davis5503@yahoo.com,https://www.tyrellco.com,Tyrell Co.
Karen,Garcia,(650) 555-3860,karen.garcia5224@yahoo.com,https://www.acmeltd.com,Acme Ltd.
Thomas,Martinez,(305) 555-2975,thomas.martinez3752@yahoo.com,https://www.acmecorp.com,Acme Corp.
Michael,Martin,(212) 555-8172,michael.martin9252@yahoo.com,https://www.tyrellco.com,Tyrell Co.
John,Hernandez,(650) 555-1125,john.hernandez9026@yahoo.com,https://www.apexco.com,Apex Co.
Elizabeth,Wilson,(650) 555-2587,elizabeth.wilson7506@yahoo.com,https://www.globexltd.com,Globex Ltd.
Mary,Davis,(512) 555-8966,mary.davis4902@yahoo.com,https://www.initechllc.com,Initech LLC
Sarah,Davis,(212) 555-1523,sarah.davis1022@yahoo.com,https://www.umbrellacorpco.com,Umbrella Corp Co.
Patricia,Martin,(212) 555-3088,patricia.martin7035@yahoo.com,https://www.soylentco.com,Soylent Co.
Karen,Moore,188-555-7354,karen.moore3259@yahoo.com,https://www.vandelayllc.com,Vandelay LLC
Mary,Martin,(512) 555-6343,mary.martin6075@yahoo.com,https://www.apexltd.com,Apex Ltd.
Patricia,Anderson,(415) 555-9894,patricia.anderson6003@yahoo.com,https://www.apexinc.com,Apex Inc.
Richard,Rodriguez,147-555-7710,richard.rodriguez4244@yahoo.com,https://www.wayneenterprisesllc.com,Wayne Enterprises LLC
Sarah,Rodriguez,(305) 555-4151,sarah.rodriguez2372@yahoo.com,https://www.globexllc.com,Globex LLC
Michael,Rodriguez,(212) 555-1672,michael.rodriguez3344@yahoo.com,https://www.hoolico.com,Hooli Co.
Thomas,Rodriguez,(212) 555-1803,thomas.rodriguez6553@yahoo.com,https://www.starkindustriesco.com,Stark Industries Co.
Robert,Martin,(512) 555-3670,robert.martin6863@yahoo.com,https://www.veerdycorp.com,Veerdy Corp.
Linda,Williams,(415) 555-1921,linda.williams9284@yahoo.com,https://www.bluthcompanyinc.com,Bluth Company Inc.
John,Brown,188-555-8746,john.brown2354@yahoo.com,https://www.veerdyllc.com,Veerdy LLC
Jennifer,Martin,(415) 555-3412,jennifer.martin6850@yahoo.com,https://www.wayneenterprisesinc.com,Wayne Enterprises Inc.
Patricia,Thomas,(415) 555-8083,patricia.thomas7199@yahoo.com,https://www.apexinc.com,Apex Inc.
John,Johnson,(212) 555-1231,john.johnson6820@yahoo.com,https://www.apexcorp.com,Apex Corp.
Mary,Jackson,(415) 555-8952,mary.jackson9631@yahoo.com,https://www.hooliinc.com,Hooli Inc.
Michael,Jackson,037-555-9352,michael.jackson4098@yahoo.com,https://www.soylentltd.com,Soylent Ltd.
Mary,Garcia,(415) 555-5679,mary.garcia8068@yahoo.com,https://www.tyrellcorp.com,Tyrell Corp.
Robert,Johnson,129-555-9530,robert.johnson7611@yahoo.com,https://www.hoolillc.com,Hooli LLC
Michael,Taylor,(212) 555-7140,michael.taylor9270@yahoo.com,https://www.cyberdyneinc.com,Cyberdyne Inc.
Sarah,Jones,(212) 555-5007,sarah.jones9185@yahoo.com,https://www.apexllc.com,Apex LLC
Robert,Williams,(415) 555-4105,robert.williams5994@yahoo.com,https://www.cyberdyneltd.com,Cyberdyne Ltd.
Mary,Wilson,(512) 555-7017,mary.wilson6653@yahoo.com,https://www.soylentllc.com,Soylent LLC
David,Moore,(512) 555-6626,david.moore7283@yahoo.com,https://www.bluthcompanyinc.com,Bluth Company Inc.
Karen,Martinez,(305) 555-9725,karen.martinez4717@yahoo.com,https://www.umbrellacorpinc.com,Umbrella Corp Inc.
John,Miller,(512) 555-4277,john.miller6217@yahoo.com,https://www.hoolicorp.com,Hooli Corp.
Charles,Garcia,(512) 555-2092,charles.garcia3245@yahoo.com,https://www.initechco.com,Initech Co.
David,Garcia,(305) 555-5689,david.garcia6880@yahoo.com,https://www.veerdyco.com,Veerdy Co.
Joseph,Johnson,(650) 555-5757,joseph.johnson5833@yahoo.com,https://www.globexcorp.com,Globex Corp.
Patricia,Taylor,(212) 555-7262,patricia.taylor1246@yahoo.com,https://www.soylentltd.com,Soylent Ltd.
Joseph,Moore,(650) 555-7806,joseph.moore2716@yahoo.com,https://www.veerdycorp.com,Veerdy Corp.
Sarah,Jones,(512) 555-3559,sarah.jones4996@yahoo.com,https://www.soylentcorp.com,Soylent Corp.
Joseph,Taylor,122-555-1507,joseph.taylor1451@yahoo.com,https://www.soylentco.com,Soylent Co.
Michael,Anderson,(650) 555-5609,michael.anderson4432@yahoo.com,https://www.apexllc.com,Apex LLC
David,Wilson,(512) 555-9316,david.wilson4033@yahoo.com,https://www.wayneenterprisesco.com,Wayne Enterprises Co.
Linda,Miller,(415) 555-4734,linda.miller4673@yahoo.com,https://www.oscorpco.com,Oscorp Co.
John,Smith,(212) 555-6654,john.smith7870@yahoo.com,https://www.cyberdyneltd.com,Cyberdyne Ltd.
Barbara,Jones,(212) 555-9148,barbara.jones1452@yahoo.com,https://www.cyberdyneinc.com,Cyberdyne Inc.
